이름,주소,전화번호,위도,경도
하이오커피 김포구래역점,"경기도 김포시 김포한강9로 73, 센트럴프라자 1동 1층 115호 (구래동)",,37.64334966,126.6255098
컴포즈커피 파주광탄점,"경기도 파주시 광탄면 혜음로 1124, 1층일부",,37.781786,126.847418
비스토조(vistoso),"경기도 파주시 교하로 969, 1층 일부 (신촌동)",,37.73203548,126.7090614
쿠키하임,"경기도 파주시 순못길 122-20, 1층 일부 (다율동)",031-918-8878,37.72861563,126.7153889
카페 사월오일,"경기도 파주시 시청로 123-1, 1층 101호 (아동동)",,37.76772126,126.7795202
오하나태리,"경기도 김포시 고촌읍 인향로244번길 27, 1층 일부호",,37.58274335,126.7535558
사파리쉼터,"경기도 파주시 탄현면 헤이리마을길 93-75, 헤이리더스텝바람(B)동 B230호",,37.78809894,126.69811
CAFE HANULSO(카페하늘소) 김포,"경기도 김포시 감정로 85, 상가동 1층 103호 (감정동, 김포 센트럴 헤센 2단지)",,37.61653799,126.7040367
INSIDE Coffee Roasters(인사이드 커피 로스터스),"경기도 김포시 초당로61번길 6, 1층 103호 (장기동)",,37.64474506,126.6738937
호랑이엔카페,"경기도 김포시 양촌읍 석모1로189번길 55, 2동 1층 일부호",,37.66129908,126.646157
커피-샵,"경기도 김포시 통진읍 서암로6번길 11-16, 1층 101호",,37.68560429,126.5969819
메머드익스프레스 김포나비초점,"경기도 김포시 김포한강9로 30, 1층 105호 (구래동)",,37.63952169,126.6271663
노아스로스팅 김포포레스트점,"경기도 김포시 하성면 애기봉로 893, 1,2층",,37.72078981,126.6364052
퍼피힐(PUPPY HILL),"경기도 파주시 탄현면 헤이리로 289-31, 1층 전체",,37.79987784,126.6988321
카페시스터쿠키,"경기도 김포시 태장로 808, 송호프라자 1층 103호 (장기동)",070-4044-5059,37.63758544,126.677839
촉촉베이커리 앤 카페,"경기도 파주시 가람로21번길 47, 1층 (와동동)",031-944-0110,37.7362169,126.7519926
뉴플레이스 운정점,"경기도 파주시 가온로 200, 근린생활시설동 122호 (와동동, 해솔마을8단지 운정 아이파크 더 테라스)",,37.72062657,126.7536425
고영주택,"경기도 김포시 대곶면 종생로 10-3, 1층",,37.64618095,126.5981428
배터리프랜즈,"경기도 김포시 양촌읍 황금로 4, 2동 1층",,37.61981434,126.6327392
벌크커피 김포학운점(Bulk coffee gimpo hakun),"경기도 김포시 양촌읍 황금1로80번길 55, 뉴테크산업지식센터 1층 일부호",,37.61515831,126.6221726
메가엠지씨커피 파주당동중앙점,"경기도 파주시 문산읍 당동2로 11-5, 104호",031-953-2425,37.86835408,126.7789139
키핏,"경기도 김포시 김포한강8로 158, 서서타워 104호 (마산동)",,37.63624662,126.6435762
카페 어울림,"경기도 연천군 전곡읍 전영로 11, 연천군 종합 복지관",,38.03050609,127.0670571
에클레시아,"경기도 파주시 회동길 480, 아트팩토리엔제이에프 A동 107호 (문발동)",,37.72123446,126.6946563
카페프라임(자운점),"경기도 파주시 법원읍 자운서원로 204, 자운서원 부속동 1층",,37.86613553,126.8709854
이십이쩜이(22.e),"경기도 파주시 가람로21번길 27-3, 1층 101호 (와동동)",,37.73560644,126.752224
G470,"경기도 김포시 통진읍 월하로 470, 1층 101호",,37.71105208,126.6081756
담세커피,"경기도 김포시 양촌읍 황금로23번길 30-110, 1층",,37.61361033,126.628043
브레디노,"경기도 김포시 풍년로 11, 풍년마을삼보아파트 상가동 지1층 비01호 (사우동)",,37.62370006,126.7239468
리로드(RELOAD),"경기도 파주시 광탄면 보광로 864, 1층전체",,37.77397851,126.8872576
감성커피 김포학운점,"경기도 김포시 양촌읍 황금3로7번길 85, 가동 102호",,37.61128028,126.6195878
소풍농월,"경기도 파주시 문산읍 방촌로 1779-40, 1동, 2동 전체",070-7766-1779,37.81874169,126.7224131
파스쿠치 파주문산DI점,"경기도 파주시 문산읍 우계로 424, 101호",,37.85673433,126.7974748
반김,"경기도 파주시 돌곶이길 74-29, 나동 일부 1층 (서패동)",,37.71457219,126.6956098
위드 커피 베이커리,"경기도 파주시 문산읍 문향로 17, 1,2층",,37.85342836,126.786052
커피전파사,경기도 연천군 연천읍 연신로494번길 2,,38.13326286,127.0793345
까페 더 스튜디오,"경기도 파주시 하지석길 119, 1층일부 (하지석동)",,37.75826125,126.7435557
디쎄베이커리,"경기도 김포시 김포한강2로 41, 에비뉴동 1층 B-5호 (장기동, e편한세상 캐널시티)",,37.64127017,126.6776017
더벤티 김포풍무역점,"경기도 김포시 김포대로 699, 드림시티 1층 110호 (풍무동)",,37.61179994,126.7329143
채우다,"경기도 파주시 쇠재로 122, 1층 102호 (금릉동)",,37.75208854,126.7778496
포이티,"경기도 김포시 허산길 50, LH아파트 상가동 102호 (장기동)",,37.63700551,126.6655775
호두카페,"경기도 김포시 대곶면 대명항1로 98, 대명항수산물타운 B동 1층 1012호",,37.63994276,126.5434357
와이블랙 김포구래점,"경기도 김포시 김포한강9로 36, 한강노블레스 Ⅱ 1층 105호 (구래동)",,37.64020789,126.6271973
피스오퍼링(PEACE OFFERING),"경기도 김포시 김포한강8로 410, 스타프라자 5층 502호 (구래동)",,37.64299915,126.6236296
와이블랙 안강점,"경기도 김포시 김포한강9로75번길 132, 김포 안강 럭스나인 1층 117호 (구래동)",,37.6443791,126.6219724
어큠커피,"경기도 김포시 통진읍 서암로 274, 가동 1~2층",,37.70534719,126.611128
아틀리에피다,"경기도 파주시 가람로21번길 25-31, 1층 일부 (와동동)",,37.73560644,126.752224
듀카페(DU cafe),"경기도 파주시 법원읍 술이홀로 786, 1층 일부",,37.84560481,126.8643844
카페(Cafe)뮬,"경기도 파주시 와석순환로 70, 신운정프라자2 107호 (야당동)",,37.71049836,126.7514818
미다과,"경기도 파주시 문산읍 통일로 1677, 문산장례식장 근린생활시설동 2층 일부호",,37.85850763,126.7886392
레트로카페 제2공단,"경기도 파주시 탄현면 새오리로 17, 2층 전체",,37.78683327,126.6890345
아페시스,"경기도 김포시 김포한강1로97번길 32-3, 1층 102호 (장기동)",,37.64894936,126.6707702
크로플각,"경기도 김포시 풍무로 180, 1층 108호 (풍무동, 풍무 아도니스의 꿈 I)",,37.61106322,126.7251921
읍천리382 운양,"경기도 김포시 김포한강11로140번길 82, 1층 101호 (운양동)",,37.64817369,126.6834682
Stained Sanctuary(스테인드 생츄어리),"경기도 김포시 김포한강1로84번길 22, 1층 일부호 (장기동)",,37.64509419,126.6715559
아지트,"경기도 파주시 쇠재안길 29, 102호 (금릉동)",,37.75188806,126.7788912
논밭커피,"경기도 김포시 하성면 하성로 638, 1층 일부호",,37.7293617,126.628572
Heaven(헤븐),"경기도 김포시 김포한강1로 77-17, 1동 1층 102호 (장기동)",,37.65230516,126.6796092
카페엣,"경기도 파주시 와석순환로192번길 35, 1층 (동패동)",,37.71528215,126.7411341
밀크로지 김포풍무점,"경기도 김포시 양도로19번길 31-1, 205 일부호 (풍무동)",,37.60798285,126.7249275
메가엠지씨커피 김포라베니체점,"경기도 김포시 김포한강2로23번길 72, 라베니체 마치에비뉴2차 1층 129호 (장기동)",,37.64021581,126.6796759
탐앤탐스 김포운양역점,"경기도 김포시 김포한강1로 240, 라비드퐁네프 블루동 1,2층 119,120,212,213호 (운양동)",,37.65283505,126.6844302
피이알(PER),"경기도 김포시 김포한강1로97번길 22, 1층 (장기동)",,37.64726397,126.6704385
크로앙쥬,"경기도 파주시 경의로 1114, 에펠타워 112호 (야당동)",,37.7166199,126.7603961
제뉴어리팩트(January Fact),"경기도 김포시 김포한강1로98번길 17-35, 1층 102호 (장기동)",,37.64530841,126.6731324
컴포즈커피 파주운정아이파크점,"경기도 파주시 심학산로 384, 상가2동 31호 (동패동, 운정신도시 IPARK)",031-945-2032,37.71721304,126.7367102
너에게마카롱운정점,"경기도 파주시 가람로21번길 52-20, 일부 1층 (와동동)",070-7543-8310,37.73560644,126.752224
베이리프커피(연천전곡점),경기도 연천군 전곡읍 은전로78번길 61,031-833-3337,38.02554373,127.069808
빽다방 김포사우점,"경기도 김포시 사우중로 79, 사우테마프라자2 1층 103호 (북변동)",,37.6218613,126.7205638
트리플에이커피 김포양곡점,"경기도 김포시 양촌읍 양곡2로60번길 43, 티타워 1층 116~117호",,37.65710568,126.6294968
모을집,"경기도 김포시 통진읍 마송2로104번길 28, 지하1층",,37.6858905,126.5919176
메가엠지씨커피 김포북변점,"경기도 김포시 북변1로16번길 47, 오른쪽일부호 (북변동)",,37.62887047,126.7033175
은빛카페,경기도 김포시 월곶면 애기봉로 35,,37.71811102,126.5569858
스프링코,"경기도 김포시 통진읍 검암1로 10, 2층",,37.69630556,126.5886297
쥬씨 고촌점,"경기도 김포시 고촌읍 김포대로 333, 1층 일부호",,37.60044288,126.7706942
오케이(OK)존,"경기도 김포시 양촌읍 김포대로 1569, 1층 (일부)",031-985-5670,37.66159795,126.662961
쏠카페(SSOL CAFE),"경기도 김포시 김포한강3로 287, 가동 1층 102-B호 (장기동)",031-985-9701,37.64137619,126.6598182
원룸(1ROOM),"경기도 김포시 감정로 21, 1층 (감정동)",,37.62146009,126.70012
투썸플레이스 김포풍무점,경기도 김포시 풍무로 83 (풍무동),,37.60304248,126.7213998
할리스김포운양점,"경기도 김포시 김포한강11로255번길 15, 104호 (운양동, 김포한강 이랜드 타운힐스)",,37.65478395,126.6768713
디저트39,"경기도 김포시 김포한강11로 300, 에비뉴파크 1층 105호 (운양동)",,37.6554342,126.6824516
카페본어게인,"경기도 김포시 대곶면 대명항로 357-1, 1층 일부호",031-981-6966,37.64869112,126.5785318
디저트카페메이,"경기도 김포시 김포대로 827, 1층 104호 일부호 (사우동)",,37.61877858,126.7214819
카페게이트김포사우점,"경기도 김포시 사우중로73번길 30, 1층 110호 (북변동, 황금프라자)",,37.62225211,126.7204738
까페인연 2호점,"경기도 김포시 김포한강8로 198-3, 김포생활체육관 1층 일부호 (마산동)",031-981-1225,37.64144019,126.6432951
지브릭커피,"경기도 김포시 월곶면 김포대로 2559, 다동 2층",031-987-0713,37.70317,126.5670002
이디야커피 김포구래점,"경기도 김포시 김포한강8로 378, 114,115호 (구래동, 웅신프라자)",,37.64365868,126.6270102
만랩커피 김포구래점,"경기도 김포시 김포한강9로76번길 47, 폴리프라자 1층 105호 (구래동)",,37.64483393,126.6271302
커피에반하다 양촌산업단지,"경기도 김포시 양촌읍 황금1로80번길 39, 대성디자인포장센타 1층 107호",,37.61501133,126.6215461
카페상상,"경기도 김포시 초당로16번길 86-6, 101호 (장기동)",,37.63942023,126.674568
BY SEASON(바이시즌),"경기도 김포시 장릉1로 3 (풍무동, 1,2층 전체)",,37.60820289,126.7232398
달콤커피 김포구래지구점,"경기도 김포시 김포한강9로 90, 1층 106호 (구래동, 성현프라자)",,37.64464684,126.6261476
쉼이있는,경기도 김포시 대곶면 황금1로 352,070-7380-7400,37.63515317,126.6050325
산티아고엘라커피,"경기도 김포시 통진읍 서암로 254, 1층",031-989-7328,37.70434172,126.6089253
르와조,"경기도 김포시 김포한강8로148번길 125, 1층 (마산동)",031-997-6428,37.63368051,126.6486144
JUICY(쥬시),"경기도 김포시 김포한강2로23번길 72, 119호 (장기동, 라베니체마치에비뉴 2)",,37.64021581,126.6796759
달달콩커피,"경기도 김포시 통진읍 김포대로2244번길 20, 1층 110호",031-981-5297,37.69092964,126.5976089
씨제이프레시웨이 쉴낙원김포점,"경기도 김포시 승가로58번길 7, 김포 쉴낙원 1층 일부호 (풍무동)",031-981-7526,37.60715598,126.7154147
약암홍염천관광커피숍,경기도 김포시 대곶면 약암로 965-7,031-989-7000,37.62457525,126.556964
커피식스 쥬스식스 김포운양점,"경기도 김포시 김포한강1로 247, 103호 (운양동, 김포헤리움타운)",031-4147-7266,37.65426783,126.6848191
보나이,"경기도 김포시 김포한강11로140번길 60, 1층 (운양동)",,37.64739999,126.6837958
둔둔(doondoon),"경기도 김포시 초당로61번길 36, 1층 103호 (장기동)",,37.6454594,126.6724778
카페아프리카,"경기도 김포시 청송로 26, 2층 206호 (장기동)",031-988-6679,37.64776141,126.6666902
스타벅스 김포장기커낼점,"경기도 김포시 김포한강2로 41, 에비뉴동 1층 C-5,6,7,8호 (장기동, e편한세상 캐널시티)",1522-3232,37.64127017,126.6776017
빈슈에뜨,"경기도 김포시 김포한강9로75번길 24, 골드문프라자 9층 901호 (구래동)",031-982-0536,37.64353824,126.6241208
빽다방 김포장기역점,"경기도 김포시 김포한강1로51번길 28, 레드클로버 105호 (장기동)",031-997-4777,37.64414435,126.667048
삶을 디자인하다 커피숍,"경기도 김포시 통진읍 김포대로2250번길 23-4, 1층",,37.69140162,126.5968317
핸즈커피 장기점,"경기도 김포시 김포한강4로 211-22, 1층 (장기동)",031-997-7770,37.65151619,126.6514586
집김밥 밖에커피,"경기도 김포시 고촌읍 고송로 7, 1층 101,102호 (김포고촌우방아이유쉘 제상가동)",,37.60437966,126.7675615
메리가든,"경기도 김포시 대곶면 대곶로20번길 115-34, 지하1층",,37.65102012,126.5558126
스타벅스김포풍무DT,"경기도 김포시 풍무로 45-1, 1층 (풍무동)",031-998-6728,37.60639467,126.7224611
펠리체코리아,"경기도 김포시 김포한강9로115번길 11, 2층 201호 (구래동, 그랑프라자(일부호))",031-988-4206,37.64665275,126.6245495
공차김포장기점,"경기도 김포시 김포한강1로51번길 28, 1동 101호 (장기동, 레드클로버)",031-985-5786,37.64414435,126.667048
컴포즈커피 김포구래점,"경기도 김포시 김포한강9로75번길 10, 서경프라자 1층 103호 (구래동)",,37.64372504,126.6250929
낯선커피,"경기도 김포시 초당로61번길 20-11, 1층 102호 (장기동)",031-988-7786,37.64517022,126.6726877
도로시 니버스,경기도 김포시 장릉1로 13 (풍무동),,37.60915836,126.7222316
투썸플레이스사우점,"경기도 김포시 돌문로 50-12, 1층 102호 (사우동, 프리랜서오피스텔)",031-989-8990,37.61980876,126.7168978
스타카페,"경기도 김포시 월곶면 비석동로27번길 156, 2층",031-981-5781,37.70677714,126.5638527
아리수호텔커피숍,"경기도 김포시 태장로795번길 123, 1층 (장기동)",031-988-2507,37.63901757,126.6839101
커피에반하다(고촌점),"경기도 김포시 고촌읍 은행영사정로23번길 39, 1층 일부호",031-998-0761,37.60331514,126.7716212
아미띠에,"경기도 김포시 김포대로 831, 2층 201호 (사우동, 서울메디컬센터)",,37.61899761,126.7210615
메가엠지씨커피 김포사우점,"경기도 김포시 사우중로 78, 1층 107호 (사우동, 밀레니엄프라자)",070-8804-3435,37.62133809,126.7209071
더벤티김포사우점,"경기도 김포시 사우중로 88, 105호 (사우동, 신영프라자)",031-996-8145,37.62215213,126.7215165
클라이맥스커피(climax coffee),"경기도 김포시 김포한강4로135번길 11, 골든프라자 108호 (장기동)",031-987-4889,37.64471842,126.6663332
투썸플레이스풍무트레이더스점,"경기도 김포시 김포대로 715, 트레이더스 김포점 1층 (풍무동)",,37.61253777,126.7309004
다오,"경기도 김포시 양촌읍 양곡로 539, 나동 1층",031-981-9521,37.65483841,126.6233337
지금이순간,"경기도 김포시 하성면 금포로 1921, A동 204호",,37.69781177,126.6620946
마크커피(Mark coffee),"경기도 김포시 김포한강11로255번길 149, 1층 113호 (운양동, 풍경마을 한라비발디 근린생활시설)",031-998-0192,37.65926179,126.682103
사각사각,"경기도 김포시 김포한강8로 386, 1층 113,114 일부호 (구래동, 센트럴프라자2)",031-985-8914,37.6434874,126.626184
카페774,"경기도 김포시 통진읍 담터로 85-3, 1층",,37.69468671,126.5967699
젤리네하우스,"경기도 김포시 월곶면 용강로 47, 1층",,37.72327545,126.5574202
그레텔,"경기도 김포시 통진읍 서암로 69, 1층",,37.69150009,126.5983882
커피에반하다 김포학운점,"경기도 김포시 양촌읍 학운산단3로25번길 14-2, 1층 101호 일부호",,37.60574203,126.593275
우리동네커피집,"경기도 김포시 양촌읍 양곡1로 51, 1층",031-988-8632,37.65524178,126.6232222
까페감동,"경기도 김포시 돌문로 91, 1층 (사우동)",031-983-2277,37.62140416,126.7135834
달리다 꿈,경기도 김포시 중봉로58번길 78 (감정동),031-984-9121,37.62382438,126.6994891
커피에반하다,"경기도 김포시 김포한강1로51번길 20, 1동 1층 115호 (장기동, 산타마리아)",031-988-9288,37.64397243,126.6673625
김포시종합사회복지관,경기도 김포시 사우중로 100 (사우동),031-989-8271,37.62305345,126.7223085
비바체,경기도 김포시 감암로 11 (걸포동),031-998-2255,37.63299811,126.7105568
로블랜드트라니아,"경기도 김포시 고촌읍 인향로24번길 20, 1층 101호",031-986-8002,37.59838436,126.7701657
스타벅스김포장기점,"경기도 김포시 김포한강4로 117, 1층 102, 103, 104, 105호 (장기동, 홍우프라자)",031-998-7586,37.64417435,126.667974
커피프레,"경기도 김포시 풍무로 59, 1층 104호 (풍무동, 대화빌딩)",,37.60104797,126.7209436
카페글렌,경기도 김포시 대곶면 대명항1로92번길 8,,37.64030611,126.5436899
투썸플레이스김포운양점,"경기도 김포시 김포한강11로 288-19, 운양프라자 112, 113, 207, 208호 (운양동)",031-981-4550,37.65380554,126.6775181
민J(민제이),"경기도 김포시 중구로 21, 1층 103호 (북변동)",031-983-6828,37.62325448,126.711832
카페그남자,"경기도 김포시 초당로16번길 130-3, 1층 105호 (장기동)",070-7393-2793,37.63942023,126.674568
메가엠지씨커피 김포하성점,"경기도 김포시 하성면 애기봉로 848-1, 2층",,37.7297365,126.59364
D cafe(디카페),"경기도 김포시 초당로61번길 20-3, 1층 (장기동)",031-998-0615,37.64517022,126.6726877
카페노이,"경기도 김포시 김포한강8로174번길 6, 1층 103호 (마산동)",,37.63748071,126.6448366
이디야커피김포장기동점,"경기도 김포시 김포한강1로51번길 18, 101,202호 (장기동)",031-981-4530,37.64395097,126.6676743
할리스커피골드벨리점,"경기도 김포시 양촌읍 황금로109번길 27, 1층 122,123,124,125호",031-998-7233,37.61763747,126.6221781
투썸플레이스 김포고촌점,"경기도 김포시 고촌읍 장차로 3 (1층일부,2층전체)",031-989-4604,37.60271587,126.7698021
드롭탑김포풍무점,"경기도 김포시 유현로 52, 1층 106~108호 (풍무동)",031-989-8756,37.5968015,126.727764
카페대명항,"경기도 김포시 대곶면 대명항1로92번길 39-24, 1층",031-984-1638,37.64125247,126.5417761
스타벅스김포시청점,"경기도 김포시 사우중로 35, 1층 (사우동)",031-985-6745,37.61842507,126.7179311
이디야김포풍년마을점,"경기도 김포시 사우중로 89 (북변동,명승프라자 1층)",031-983-0043,37.62269147,126.721213
망고식스김포점,"경기도 김포시 김포대로1473번길 12, 라동 101호 (장기동, 페스티벌스타)",031-984-8001,37.65498265,126.668668
서초앞카페,"경기도 김포시 봉화로 180, 1층 (북변동)",,37.62806625,126.7019569
이디야 운양점,"경기도 김포시 김포한강11로 288-5, 1층 112호 (운양동, 한강베네치아상가)",031-981-2688,37.65380554,126.6775181
히숍카페,"경기도 김포시 김포한강11로 288-19, 9층 901호 (운양동, 운양프라자)",,37.65380554,126.6775181
미스터커피,"경기도 김포시 풍무로 105, 105,106호 (풍무동,풍무프라자)",031-984-5100,37.60484645,126.7218625
설빙김포시청점,"경기도 김포시 사우중로 48, 204호 (사우동, 드림월드프라자)",,37.6190938,126.7191454
보름산미술관카페,경기도 김포시 고촌읍 수기로 100-78,031-985-0005,37.59648106,126.7654254
투썸플레이스 김포홈플러스점,"경기도 김포시 중봉로 14, 2층 (감정동)",,37.62384745,126.6986085
Kim's호두과자카페(cafe),"경기도 김포시 양촌읍 김포대로1759번길 134-37, 1층",031-987-5933,37.66837089,126.6404821
파스쿠찌김포사우점,"경기도 김포시 김포대로 841, 1층 109,110호 (사우동, 제우스프라자)",031-985-8497,37.61953666,126.7200287
카페Z,"경기도 김포시 대곶면 대명항로 316, 1층",031-988-2331,37.64931833,126.5858195
카페베네,"경기도 김포시 돌문로 50-6 (사우동,외1필지 두손프라자 108,109,110호)",031-998-6234,37.61980876,126.7168978
이디야커피,"경기도 김포시 고촌읍 김포대로 340, 1층 109호 (김포뉴시티)",031-997-9558,37.60128633,126.7708041
골든빈스,"경기도 김포시 양촌읍 양곡3로1번길 109-8, 1층",031-988-7650,37.65480293,126.6303754
엘이디스퀘어카페(LED스퀘어cafe),"경기도 파주시 회동길 521, 1층 일부 (문발동)",070-4393-7828,37.72318028,126.6928513
오라모멘토,"경기도 김포시 김포한강6로 31-119, 2층 (마산동)",031-987-7474,37.65636546,126.663572
빽다방 문산당동점,"경기도 파주시 문산읍 방촌로 1725, 좋은빌딩3 107호",,37.86676649,126.7847297
스테이블(stable),"경기도 김포시 김포한강8로148번길 32, 1층 101호 (마산동)",,37.63555074,126.6440972
이디야 김포풍무역점,"경기도 김포시 유현로238번길 31, 웅신타워 1층 104, 105호 (풍무동)",,37.61139704,126.7328464
커피에 반하다 풍무도서관점,"경기도 김포시 풍무로146번길 52-16, 1,2층 (풍무동)",031-983-1012,37.6076945,126.7266203
힐링카페-FILLMIND,"경기도 파주시 지목로131번길 90, 1층 (신촌동)",031-943-9856,37.73137331,126.6990629
토브커피,"경기도 김포시 풍무로146번길 14, YJ프라자 102호~103호 (풍무동)",,37.60718406,126.7241668
데이오브스윗,"경기도 김포시 김포한강1로78번길 32-13, 1층 (장기동)",,37.64404298,126.6714768
디저트 몰리,"경기도 연천군 연천읍 연천로42번길 41-33, 1층",,38.08483343,127.0776823
정원예술학교 디자인드바이(designed by) 피사로의 시간,"경기도 파주시 탄현면 헤이리마을길 59-117, 1층",,37.78809894,126.69811
더건강해,"경기도 김포시 모담공원로 53, 상가동 1층 18호 (운양동, 한강신도시 반도유보라 6차)",,37.65199255,126.6845997
카페랑샌드위치,"경기도 파주시 시청로 85, 상가동 201호 (아동동, 신안실크밸리2차 아파트)",,37.76295593,126.7806565
팔공티 홈플러스김포점,"경기도 김포시 중봉로 14, 지하1층 일부호 (감정동)",,37.62384745,126.6986085
메가엠지씨커피 김포마산점,"경기도 김포시 김포한강8로 158, 서서타워 106,107호 (마산동)",,37.63624662,126.6435762
하이테이블,"경기도 김포시 김포한강9로75번길 38, 맥스타워 104,202호 (구래동)",,37.64360668,126.6234319
위어스커피컴퍼니,"경기도 김포시 김포한강4로212번길 56, 1층 102호 (장기동)",,37.65125021,126.6615428
카페그래밀,"경기도 파주시 광탄면 보광로 815, 1층",031-942-2182,37.77254903,126.8923562
이디야커피 운유초교점,"경기도 김포시 김포한강2로 232, 한강노블레스 1층 106호 (장기동)",,37.64559057,126.660712
스타벅스 파주운정이마트점,"경기도 파주시 한울로 123, 이마트운정점 1층 (동패동)",1522-3232,37.7103887,126.7451023
팍스디엠지,"경기도 파주시 탄현면 새오리로 130, 팍스디엠지 1,2층",031-945-0946,37.7954255,126.6873205
자랑하개,경기도 김포시 대곶면 대명항로 574,031-988-0881,37.6468374,126.5573623
만개커피,"경기도 김포시 김포한강8로194번길 167, 102일부호 (마산동)",,37.6339873,126.6442567
메가엠지씨커피운정아이파크점,"경기도 파주시 심학산로 384, 상가 1동 21호 (동패동, 운정신도시 IPARK)",,37.71721304,126.7367102
COMPOSE COFFEE 김포풍무점,"경기도 김포시 풍무로 73, 퍼플오션프라자 1층 111호 (풍무동)",,37.60210011,126.7211586
빽다방야당역점,"경기도 파주시 경의로 1074, 삼융시네마 1층 111호 (야당동)",,37.71315708,126.759892
스쿨존(SCHOOL ZONE),"경기도 파주시 동산3길 38-5, 1층 일부 (금촌동)",,37.76011764,126.7695706
우주라이크 커피,경기도 연천군 연천읍 연천로 248,,38.09905514,127.0747019
카페맹글,"경기도 김포시 풍무로96번길 11, 한양프라자 3층 (풍무동)",,37.60458832,126.7226699
메가엠지씨 파주광탄점,"경기도 파주시 광탄면 혜음로 1127, 1층",,37.78174678,126.8471855
BAKOS(바코스),"경기도 김포시 김포한강1로 274, 1층 101호 (운양동)",,37.6527171,126.6872017
산보,"경기도 김포시 고촌읍 풍굴로92번길 38-6, 1층",,37.61618054,126.758553
요거프레소 김포 파인스타메디컬점,"경기도 김포시 걸포2로 21, 파인스타S3 107호 (걸포동)",031-982-4191,37.63249501,126.704889
Roasters cafe soy(로스터스카페소이),"경기도 김포시 김포한강1로98번길 17-72, 1층 101호 (장기동)",,37.64530841,126.6731324
카페북앤프레스,"경기도 파주시 문발로 203, 1층 (문발동)",031-955-0084,37.71262039,126.6865563
화창한 서점,"경기도 김포시 풍무로208번길 15, 1층 (사우동)",,37.6137881,126.7262123
프렌즈에듀 스칸디아트랩,"경기도 파주시 교하로 1097-26, 1동 (다율동)",,37.71250491,126.7006422
이디야 김포걸포메트로자이점,"경기도 김포시 걸포2로 49, 1층 106호 (걸포동)",,37.6346053,126.7025574
소담카페,"경기도 김포시 양촌읍 양곡3로 129, 상가동 1층 104호 (양곡휴먼시아 곡촌마을)",,37.66171369,126.6358791
페어리스토리,"경기도 파주시 파평면 청송로 596, 1층",,37.94006281,126.8748844
달리는커피 김포고촌점,"경기도 김포시 고촌읍 수기로 67-53, 상가동 1층 101-2호 (수기마을힐스테이트2단지)",,37.59648106,126.7654254
빽다방 김포풍무사거리점,"경기도 김포시 풍무로 112, 미산빌딩 1층 104호 (풍무동)",,37.60551509,126.7227144
빠삐케이크,"경기도 파주시 가람로21번길 27-40, 1층 일부 (와동동)",,37.73560644,126.752224
더라운드픽업커피,"경기도 파주시 금정28길 20, 103호 (금촌동)",,37.76378493,126.7730552
셜록카페,"경기도 김포시 금포로1491번길 42, 2층 205호 (운양동)",070-7576-3598,37.66612984,126.6727409
꽃피는방앗간,"경기도 파주시 문산읍 문향로 103, 1층",,37.86060229,126.7873578
프시케,"경기도 파주시 조리읍 통일로 324, 104,202호",,37.74465109,126.8090753
카페플랫빈,"경기도 김포시 사우중로73번길 16, 영프라자 1층 104-2호 (북변동)",,37.62172692,126.720091
브릭루즈,"경기도 파주시 지목로 143, 2동 1층 일부 (신촌동)",031-923-7333,37.73045029,126.7047021
디저트39 풍무점,"경기도 김포시 유현로238번길 31, 웅신타워 118호 (풍무동)",,37.61139704,126.7328464
cafe79,"경기도 파주시 문산읍 방촌로 1675-34, 104호",,37.81874169,126.7224131
커피공장103 대동리점,"경기도 파주시 탄현면 새오리로339번길 79-42, 1층",,37.81853573,126.6927624
카페그랑블루,경기도 연천군 전곡읍 양연로 1557,,38.01866516,127.0645964
OOZY COFFEE(우지커피) 김포구래점,"경기도 김포시 김포한강9로75번길 180, 1층 120호 (구래동, 두원타워)",,37.64491617,126.6244803
컴포즈커피 김포마송공원점,"경기도 김포시 통진읍 서암로6번길 19-20, 1층",,37.68560429,126.5969819
THEA(테아),"경기도 김포시 대곶면 대명항로 372, 1층",,37.64894688,126.5802192
고촌문고 책마루,"경기도 김포시 고촌읍 태리로 287, SJ메디컬타워 2층 203 일부호",,37.59308778,126.7641288
더그레이,"경기도 김포시 김포한강11로 442, 2층 (운양동)",,37.65374012,126.6974778
일상,"경기도 파주시 평화로 368, 1층 104호 (검산동)",,37.77405483,126.7420947
카페람주,"경기도 파주시 조리읍 대원로 24, 나동 1층 107호",,37.72691983,126.8191205
파스쿠찌 김포운양 DI점,"경기도 김포시 모담공원로167번길 109, 1,2층 (운양동)",031-985-8088,37.64703522,126.6985742
포트캔 커피 운정점,"경기도 파주시 경의로1240번길 15, 107호 (와동동)",,37.72864104,126.7618774
카페로,"경기도 김포시 풍무로 33, 당곡마을현대아파트 상가동 2층 203호 (풍무동)",,37.59868021,126.7203141
Positive Space 566(포지티브스페이스566),"경기도 김포시 검단로 910, 1,2,3층 101~105,201~202,301~302호 (감정동)",,37.6202731,126.6979175
앤드리버,"경기도 연천군 미산면 왕산로28번길 16, 2층",,38.05692341,127.0139419
짝짝쓰,"경기도 파주시 광탄면 기산로 33, 1층",,37.77327738,126.9024012
브라운베이글 운정점,"경기도 파주시 청암로17번길 59, 206호 일부 (목동동)",,37.72859524,126.7341331
